captured_at,deck_id,card_entries,total_copies,updated_at
2026-08-13T08:15:14.997410+00:00,332feb1547,0,0,2026-08-05T18:34:51.055+00:00
2026-08-13T08:15:14.997410+00:00,336bba9b23,0,0,2026-08-12T17:53:38.089+00:00
2026-08-13T08:15:14.997410+00:00,336f53d93b,0,0,2026-08-12T10:19:16.148+00:00
2026-08-13T08:15:14.997410+00:00,339a3eda43,0,0,2026-08-10T23:40:57.828+00:00
2026-08-13T08:15:14.997410+00:00,33a84372f3,0,0,2026-08-11T07:28:27.764+00:00
2026-08-13T08:15:14.997410+00:00,345ad900f5,0,0,2026-08-08T02:54:48.996+00:00
2026-08-13T08:15:14.997410+00:00,34620b3589,0,0,2026-08-06T17:10:15.893+00:00
2026-08-13T08:15:14.997410+00:00,3472de8aff,0,0,2026-08-12T06:10:31.697+00:00
2026-08-13T08:15:14.997410+00:00,35d6668305,0,0,2026-08-07T12:11:06.046+00:00
2026-08-13T08:15:14.997410+00:00,361714bfe7,0,0,2026-08-10T16:42:38.702+00:00
2026-08-13T08:15:14.997410+00:00,3624217708,0,0,2026-08-07T23:33:34.382+00:00
2026-08-13T08:15:14.997410+00:00,3649633627,0,0,2026-08-09T05:53:05.125+00:00
